File,OVERALL_RunTime(ms),OVERALL_Throughput(ops/sec),TOTAL_GCS_G1_Young_Generation_Count,TOTAL_GC_TIME_G1_Young_Generation_Time(ms),TOTAL_GC_TIME_%_G1_Young_Generation_Time(%),TOTAL_GCs_Count,TOTAL_GC_TIME_Time(ms),TOTAL_GC_TIME_%_Time(%),READ_Operations,READ_AverageLatency(us),READ_MinLatency(us),READ_MaxLatency(us),READ_Return=OK,READ_0,CLEANUP_Operations,CLEANUP_AverageLatency(us),CLEANUP_MinLatency(us),CLEANUP_MaxLatency(us),CLEANUP_0,UPDATE_Operations,UPDATE_AverageLatency(us),UPDATE_MinLatency(us),UPDATE_MaxLatency(us),UPDATE_Return=OK,UPDATE_0,Workload,Write_Concern,DB_Type,Read_Preference,Threads,Target,Minutes,READ_1000,UPDATE_1000
8_writeConcern=majority_result_mongodb_workloadb_secondary_20241106_222359.json,1874,533.617930,2,12,0.640342,2,12,0.640342,939,3532.828541,554,115427,939,3532.828541,8,444.000000,1.000000,3536,444.000000,61,4638.606557,864,113523,61,4638.606557,workloadb,majority,mongodb,secondary,8,1000,0.300000,,
8_writeConcern=unacknowledged_result_mongodb_workloada_nearest_20241106_185932.json,1209,827.129859,2,13,1.075269,2,13,1.075269,478,4826.368201,874,107201,478,4826.368201,8,603.625000,,4822,603.625000,522,4654.888889,961,99115,522,4654.888889,workloada,unacknowledged,mongodb,nearest,8,3000,0.100000,,
8_writeConcern=unacknowledged_result_mongodb_workloada_secondary_20241106_185032.json,1338,747.384155,2,13,0.971599,2,13,0.971599,478,5042.646444,898,124363,478,5042.646444,8,388.750000,,3103,388.750000,522,5365.057471,888,142558,522,5365.057471,workloada,unacknowledged,mongodb,secondary,8,5000,0.300000,,
4_writeConcern=acknowledged_result_mongodb_workloada_primary_20241106_190816.json,1499,667.111408,2,13,0.867245,2,13,0.867245,519,3759.922929,856,112433,519,3759.922929,4,709.000000,1.000000,2828,709.000000,481,2929.112266,899,12666,481,2929.112266,workloada,acknowledged,mongodb,primary,4,10000,0.300000,,
2_writeConcern=unacknowledged_result_mongodb_workloadb_secondary_20241106_204455.json,1920,520.833333,2,11,0.572917,2,11,0.572917,948,2376.094937,473,179104,949,2437.939597,2,1534.000000,6.000000,3062,1534.000000,51,2305.960784,1030,13772,51,2305.960784,workloadb,unacknowledged,mongodb,secondary,2,3000,0.100000,1360.888889,
4_writeConcern=acknowledged_result_mongodb_workloadb_nearest_20241106_212851.json,1734,576.701269,2,11,0.634371,2,11,0.634371,947,3133.532207,604,122707,947,3126.881732,4,914.250000,2.000000,3647,914.250000,53,3647.584906,1008,32778,53,3647.584906,workloadb,acknowledged,mongodb,nearest,4,1000,0.100000,,
2_writeConcern=journaled_result_mongodb_workloadb_primary_20241106_213838.json,1819,549.752611,2,10,0.549753,2,10,0.549753,957,2341.928945,525,197988,957,2360.011727,2,1843.000000,7.000000,3679,1843.000000,43,2645.441860,764,22991,43,2645.441860,workloadb,journaled,mongodb,primary,2,10000,0.300000,1449.210526,
2_writeConcern=majority_result_mongodb_workloada_secondary_20241106_201440.json,1592,628.140704,2,11,0.690955,2,11,0.690955,493,1584.896552,589,16060,498,1568.629032,2,2450.000000,6.000000,4894,2450.000000,501,1944.017964,609,110605,502,1940.830677,workloada,majority,mongodb,secondary,2,3000,0.500000,,
8_writeConcern=journaled_result_mongodb_workloada_primary_20241106_194114.json,1574,635.324015,2,13,0.825921,2,13,0.825921,495,6642.084848,839,160429,495,6642.084848,8,651.000000,,5201,651.000000,505,5668.764356,891,166478,505,5668.764356,workloada,journaled,mongodb,primary,8,5000,0.300000,,
2_writeConcern=unacknowledged_result_mongodb_workloadb_primary_20241106_203603.json,2048,488.281250,2,18,0.878906,2,18,0.878906,946,2415.285412,363,152703,946,2659.650510,2,991.500000,7.000000,1976,991.500000,54,3078.629630,683,35202,54,3268.897959,workloadb,unacknowledged,mongodb,primary,2,5000,0.500000,1232.679012,1214.000000
8_writeConcern=majority_result_mongodb_workloada_primary_20241106_201258.json,1488,672.043011,2,17,1.142473,2,17,1.142473,502,6635.838645,983,137124,502,6635.838645,8,1297.375000,,10370,1297.375000,498,5064.967871,970,149432,498,5064.967871,workloada,majority,mongodb,primary,8,10000,0.500000,,
2_writeConcern=unacknowledged_result_mongodb_workloadb_nearest_20241106_205514.json,2052,487.329435,2,13,0.633528,2,13,0.633528,941,2538.239107,734,207997,947,2715.412776,2,1852.000000,5.000000,3699,1852.000000,53,2738.283019,980,33226,53,2829.380000,workloadb,unacknowledged,mongodb,nearest,2,3000,0.100000,1384.070866,1220.000000
8_writeConcern=unacknowledged_result_mongodb_workloadb_primary_20241106_204039.json,1832,545.851528,2,13,0.709607,2,13,0.709607,946,5941.310782,824,221291,946,5941.310782,8,1022.875000,,8171,1022.875000,54,5691.333333,1081,41470,54,5691.333333,workloadb,unacknowledged,mongodb,primary,8,1000,0.100000,,
2_writeConcern=journaled_result_mongodb_workloadb_primary_20241106_213746.json,1963,509.424350,2,11,0.560367,2,11,0.560367,945,2360.998942,689,130003,951,2367.100342,2,1514.000000,7.000000,3021,1514.000000,49,2403.306122,974,16602,49,2423.739130,workloadb,journaled,mongodb,primary,2,5000,0.300000,2092.802817,2090.000000
2_writeConcern=unacknowledged_result_mongodb_workloadb_nearest_20241106_205640.json,1885,530.503979,2,15,0.795756,2,15,0.795756,953,2297.970619,558,190237,962,2279.513089,2,1479.500000,7.000000,2952,1479.500000,38,2187.947368,1021,15641,38,2187.947368,workloadb,unacknowledged,mongodb,nearest,2,5000,0.500000,,
8_writeConcern=acknowledged_result_mongodb_workloada_primary_20241106_191139.json,1426,701.262272,2,12,0.841515,2,12,0.841515,501,5746.143713,1015,149482,501,5746.143713,8,572.500000,,4571,572.500000,499,5141.911824,1010,147008,499,5141.911824,workloada,acknowledged,mongodb,primary,8,10000,0.300000,,
4_writeConcern=unacknowledged_result_mongodb_workloadb_secondary_20241106_204857.json,1646,607.533414,2,12,0.729040,2,12,0.729040,949,3480.460485,867,157400,950,3476.796842,4,1896.000000,1.000000,7575,1896.000000,50,6417.620000,1085,158698,50,6417.620000,workloadb,unacknowledged,mongodb,secondary,4,3000,0.500000,,
2_writeConcern=unacknowledged_result_mongodb_workloadb_primary_20241106_203546.json,1842,542.888165,2,14,0.760043,2,14,0.760043,949,2175.770285,593,103917,949,2213.156455,2,1676.000000,6.000000,3346,1676.000000,51,2253.764706,1001,15956,51,2272.700000,workloadb,unacknowledged,mongodb,primary,2,5000,0.300000,1199.457143,1307.000000
2_writeConcern=acknowledged_result_mongodb_workloadb_primary_20241106_210718.json,1948,513.347023,2,12,0.616016,2,12,0.616016,943,2504.340403,743,107411,949,2523.783920,2,2104.000000,8.000000,4200,2104.000000,51,2706.333333,987,14696,51,2781.954545,workloadb,acknowledged,mongodb,primary,2,10000,0.100000,2390.027211,2231.000000
4_writeConcern=unacknowledged_result_mongodb_workloadb_nearest_20241106_205933.json,1812,551.876380,2,10,0.551876,2,10,0.551876,955,4149.615707,687,192138,955,4149.615707,4,3984.250000,,15928,3984.250000,45,4486.777778,1056,29021,45,4486.777778,workloadb,unacknowledged,mongodb,nearest,4,5000,0.100000,,
8_writeConcern=unacknowledged_result_mongodb_workloada_secondary_20241106_184925.json,1152,868.055556,2,11,0.954861,2,11,0.954861,499,4874.819639,1003,89874,499,4874.819639,8,644.000000,,5145,644.000000,501,4021.900200,779,84830,501,4021.900200,workloada,unacknowledged,mongodb,secondary,8,3000,0.100000,,
8_writeConcern=journaled_result_mongodb_workloadb_primary_20241106_214439.json,1539,649.772580,2,13,0.844704,2,13,0.844704,949,5875.804004,866,121808,949,5875.804004,8,658.500000,,5263,658.500000,51,6039.862745,1222,26525,51,6039.862745,workloadb,journaled,mongodb,primary,8,5000,0.300000,,
4_writeConcern=majority_result_mongodb_workloadb_secondary_20241106_222234.json,1635,611.620795,2,10,0.611621,2,10,0.611621,951,3177.827550,646,161845,951,3177.827550,4,1014.250000,1.000000,4049,1014.250000,49,3389.142857,899,30768,49,3389.142857,workloadb,majority,mongodb,secondary,4,5000,0.500000,,
2_writeConcern=acknowledged_result_mongodb_workloada_secondary_20241106_191230.json,1645,607.902736,2,13,0.790274,2,13,0.790274,512,2013.050781,665,97799,512,2019.611328,2,1328.500000,17.000000,2640,1328.500000,488,1947.491803,700,97543,488,1947.491803,workloada,acknowledged,mongodb,secondary,2,1000,0.300000,,
4_writeConcern=acknowledged_result_mongodb_workloadb_secondary_20241106_212122.json,1582,632.111252,2,12,0.758534,2,12,0.758534,947,3641.594509,787,172241,954,3635.889357,4,1570.750000,,6274,1570.750000,46,3492.586957,983,31586,46,3492.586957,workloadb,acknowledged,mongodb,secondary,4,10000,0.300000,,
2_writeConcern=majority_result_mongodb_workloada_primary_20241106_200336.json,1602,624.219725,2,11,0.686642,2,11,0.686642,500,1709.614000,555,21727,500,1709.614000,2,2099.000000,7.000000,4191,2099.000000,500,1984.046000,572,106261,500,1984.046000,workloada,majority,mongodb,primary,2,1000,0.500000,,
8_writeConcern=unacknowledged_result_mongodb_workloadb_primary_20241106_204147.json,1444,692.520776,2,13,0.900277,2,13,0.900277,948,5695.139241,892,131197,948,5701.153115,8,840.875000,,6719,840.875000,52,6175.461538,1112,54150,52,6175.461538,workloadb,unacknowledged,mongodb,primary,8,3000,0.300000,,
4_writeConcern=unacknowledged_result_mongodb_workloada_nearest_20241106_185537.json,1573,635.727908,2,11,0.699301,2,11,0.699301,498,2814.504016,689,83600,498,2814.504016,4,2185.750000,,8735,2185.750000,502,2761.745020,782,82359,502,2761.745020,workloada,unacknowledged,mongodb,nearest,4,1000,0.300000,,
2_writeConcern=journaled_result_mongodb_workloada_nearest_20241106_195523.json,1726,579.374276,2,16,0.926999,2,16,0.926999,475,2268.970526,587,172144,476,2264.102941,2,1917.000000,10.000000,3824,1917.000000,523,1614.827916,518,20623,524,1609.729008,workloada,journaled,mongodb,nearest,2,10000,0.100000,,
2_writeConcern=acknowledged_result_mongodb_workloadb_primary_20241106_210700.json,1792,558.035714,2,14,0.781250,2,14,0.781250,957,2130.864159,732,111753,957,2187.743792,2,2761.000000,509.000000,5013,2761.000000,43,5067.697674,921,107998,43,5350.307692,workloadb,acknowledged,mongodb,primary,2,5000,0.500000,1421.070423,2312.250000
2_writeConcern=acknowledged_result_mongodb_workloadb_secondary_20241106_211554.json,2017,495.785821,2,16,0.793257,2,16,0.793257,953,2443.124869,580,123039,953,2686.910761,2,1177.000000,7.000000,2347,1177.000000,47,3257.319149,1015,47822,47,3330.634146,workloadb,acknowledged,mongodb,secondary,2,3000,0.100000,1470.534031,2756.333333
2_writeConcern=journaled_result_mongodb_workloada_secondary_20241106_194512.json,1620,617.283951,2,12,0.740741,2,12,0.740741,492,1544.349593,553,12280,492,1544.349593,2,2005.000000,7.000000,4003,2005.000000,508,1983.395669,672,102818,508,1983.395669,workloada,journaled,mongodb,secondary,2,10000,0.100000,,
8_writeConcern=majority_result_mongodb_workloadb_secondary_20241106_222558.json,1258,794.912560,2,12,0.953895,2,12,0.953895,948,4630.699367,909,113360,948,4630.699367,8,453.625000,,3623,453.625000,52,4500.884615,985,34784,52,4500.884615,workloadb,majority,mongodb,secondary,8,5000,0.500000,,
8_writeConcern=acknowledged_result_mongodb_workloadb_nearest_20241106_213419.json,1668,599.520384,2,12,0.719424,2,12,0.719424,950,7638.152632,1020,290080,950,7645.481053,8,884.750000,,7071,884.750000,50,6810.240000,1300,43032,50,6810.240000,workloadb,acknowledged,mongodb,nearest,8,5000,0.300000,,
8_writeConcern=majority_result_mongodb_workloada_nearest_20241106_203203.json,1666,600.240096,2,15,0.900360,2,15,0.900360,498,7544.833333,1026,182791,498,7544.833333,8,1421.250000,,11362,1421.250000,502,6208.878486,1128,181235,502,6208.878486,workloada,majority,mongodb,nearest,8,5000,0.100000,,
2_writeConcern=journaled_result_mongodb_workloadb_secondary_20241106_214638.json,1741,574.382539,2,15,0.861574,2,15,0.861574,954,2228.692872,634,163402,959,2220.075314,2,1434.500000,6.000000,2863,1434.500000,41,2439.853659,931,13257,41,2439.853659,workloadb,journaled,mongodb,secondary,2,1000,0.500000,799.000000,
8_writeConcern=journaled_result_mongodb_workloadb_nearest_20241106_220545.json,1609,621.504040,2,18,1.118707,2,18,1.118707,955,6761.201047,789,192081,955,6761.201047,8,663.375000,,5294,663.375000,45,7721.133333,1223,44029,45,7721.133333,workloadb,journaled,mongodb,nearest,8,10000,0.100000,,
8_writeConcern=journaled_result_mongodb_workloadb_primary_20241106_214456.json,1568,637.755102,2,12,0.765306,2,12,0.765306,944,5591.025424,1007,145768,944,5591.025424,8,604.000000,,4827,604.000000,56,7276.571429,1178,146907,56,7276.571429,workloadb,journaled,mongodb,primary,8,5000,0.500000,,
8_writeConcern=journaled_result_mongodb_workloadb_nearest_20241106_220402.json,1561,640.614990,2,11,0.704676,2,11,0.704676,954,6333.084906,975,205149,954,6333.084906,8,448.375000,,3580,448.375000,46,5647.543478,1103,50618,46,5647.543478,workloadb,journaled,mongodb,nearest,8,3000,0.100000,,
2_writeConcern=unacknowledged_result_mongodb_workloadb_primary_20241106_203529.json,1958,510.725230,2,19,0.970378,2,19,0.970378,945,2391.362963,689,151147,946,2526.094048,2,1720.500000,7.000000,3434,1720.500000,54,2191.296296,897,15153,54,2191.296296,workloadb,unacknowledged,mongodb,primary,2,5000,0.100000,1322.367925,
2_writeConcern=majority_result_mongodb_workloadb_nearest_20241106_222848.json,1648,606.796117,2,10,0.606796,2,10,0.606796,936,1954.952991,562,148520,949,1939.728042,2,1247.500000,7.000000,2488,1247.500000,51,1863.843137,880,17899,51,1863.843137,workloadb,majority,mongodb,nearest,2,5000,0.100000,,
4_writeConcern=journaled_result_mongodb_workloada_primary_20241106_193840.json,1745,573.065903,2,13,0.744986,2,13,0.744986,506,4131.249012,763,163972,506,4131.249012,4,1111.250000,,4437,1111.250000,494,4207.912955,923,182929,494,4207.912955,workloada,journaled,mongodb,primary,4,10000,0.300000,,
4_writeConcern=unacknowledged_result_mongodb_workloada_nearest_20241106_185554.json,1562,640.204866,2,12,0.768246,2,12,0.768246,503,2693.685885,818,100647,503,2693.685885,4,1968.250000,,7868,1968.250000,497,2675.058350,898,99563,497,2675.058350,workloada,unacknowledged,mongodb,nearest,4,1000,0.500000,,
8_writeConcern=unacknowledged_result_mongodb_workloadb_nearest_20241106_210424.json,1638,610.500611,2,14,0.854701,2,14,0.854701,939,6261.294995,1019,250825,939,6261.294995,8,651.375000,,5204,651.375000,61,8789.852459,1219,251595,61,8789.852459,workloadb,unacknowledged,mongodb,nearest,8,10000,0.500000,,
2_writeConcern=journaled_result_mongodb_workloadb_nearest_20241106_215804.json,1651,605.693519,2,11,0.666263,2,11,0.666263,940,2049.523404,595,154225,940,2049.523404,2,1771.500000,8.000000,3535,1771.500000,60,2075.116667,789,22281,60,2075.116667,workloadb,journaled,mongodb,nearest,2,5000,0.100000,,
4_writeConcern=unacknowledged_result_mongodb_workloada_nearest_20241106_185611.json,1391,718.907261,2,11,0.790798,2,11,0.790798,522,3187.879310,791,92090,522,3187.879310,4,1008.000000,,4026,1008.000000,478,3224.483264,871,96622,478,3224.483264,workloada,unacknowledged,mongodb,nearest,4,3000,0.100000,,
4_writeConcern=majority_result_mongodb_workloadb_secondary_20241106_222251.json,1431,698.812020,2,11,0.768693,2,11,0.768693,948,3068.296414,705,102196,948,3068.296414,4,718.000000,,2865,718.000000,52,2926.596154,1034,24528,52,2926.596154,workloadb,majority,mongodb,secondary,4,10000,0.100000,,
8_writeConcern=acknowledged_result_mongodb_workloadb_nearest_20241106_213453.json,1504,664.893617,2,11,0.731383,2,11,0.731383,955,5689.670157,979,146167,955,5689.670157,8,772.000000,,6168,772.000000,45,6252.844444,1193,32495,45,6252.844444,workloadb,acknowledged,mongodb,nearest,8,10000,0.100000,,
8_writeConcern=majority_result_mongodb_workloada_nearest_20241106_203038.json,1693,590.667454,2,15,0.886001,2,15,0.886001,481,5688.114345,875,149618,481,5688.114345,8,735.000000,,5866,735.000000,519,5417.658960,872,150561,519,5417.658960,workloada,majority,mongodb,nearest,8,1000,0.300000,,
4_writeConcern=acknowledged_result_mongodb_workloada_primary_20241106_190725.json,1484,673.854447,2,12,0.808625,2,12,0.808625,485,3660.698969,869,96387,485,3660.698969,4,1322.500000,1.000000,5282,1322.500000,515,3168.487379,869,93314,515,3168.487379,workloada,acknowledged,mongodb,primary,4,5000,0.300000,,
8_writeConcern=acknowledged_result_mongodb_workloadb_nearest_20241106_213310.json,1613,619.962802,2,11,0.681959,2,11,0.681959,950,6958.983158,933,221067,951,6951.665615,8,990.875000,,7919,990.875000,49,10589.530612,1212,241959,49,10589.530612,workloadb,acknowledged,mongodb,nearest,8,3000,0.100000,,
4_writeConcern=journaled_result_mongodb_workloada_secondary_20241106_194620.json,1599,625.390869,2,13,0.813008,2,13,0.813008,498,3486.763052,961,103694,498,3486.763052,4,1140.000000,,4554,1140.000000,502,3168.545817,875,103266,502,3168.545817,workloada,journaled,mongodb,secondary,4,1000,0.300000,,
4_writeConcern=journaled_result_mongodb_workloada_nearest_20241106_195848.json,1558,641.848524,2,12,0.770218,2,12,0.770218,486,3729.730453,915,93992,486,3729.730453,4,1122.750000,1.000000,4483,1122.750000,514,3448.842412,855,91863,514,3448.842412,workloada,journaled,mongodb,nearest,4,10000,0.100000,,
2_writeConcern=unacknowledged_result_mongodb_workloada_secondary_20241106_184314.json,1537,650.618087,2,16,1.040989,2,16,1.040989,498,2010.933735,578,102317,502,1998.892216,2,2358.000000,9.000000,4707,2358.000000,497,1593.364185,583,14636,498,1590.164659,workloada,unacknowledged,mongodb,secondary,2,3000,0.500000,,
8_writeConcern=journaled_result_mongodb_workloadb_secondary_20241106_215420.json,1557,642.260758,2,14,0.899165,2,14,0.899165,947,5377.876452,895,146791,947,5377.876452,8,354.000000,,2826,354.000000,53,5602.547170,1023,64514,53,5602.547170,workloadb,journaled,mongodb,secondary,8,3000,0.500000,,
4_writeConcern=journaled_result_mongodb_workloadb_primary_20241106_214222.json,1583,631.711939,2,12,0.758054,2,12,0.758054,950,3289.535789,718,115506,950,3289.535789,4,1308.500000,,5224,1308.500000,50,3076.300000,933,22691,50,3076.300000,workloadb,journaled,mongodb,primary,4,10000,0.500000,,
4_writeConcern=majority_result_mongodb_workloadb_nearest_20241106_223213.json,1388,720.461095,2,13,0.936599,2,13,0.936599,968,2782.308884,621,103581,968,2782.308884,4,751.750000,,3000,751.750000,32,2561.937500,935,19841,32,2561.937500,workloadb,majority,mongodb,nearest,4,5000,0.100000,,
8_writeConcern=acknowledged_result_mongodb_workloada_nearest_20241106_192923.json,1603,623.830318,2,11,0.686213,2,11,0.686213,493,3559.774848,658,141715,493,3559.774848,8,382.625000,,3051,382.625000,507,4520.076923,584,130835,507,4520.076923,workloada,acknowledged,mongodb,nearest,8,1000,0.300000,,
2_writeConcern=majority_result_mongodb_workloadb_primary_20241106_220821.json,2004,499.001996,2,11,0.548902,2,11,0.548902,930,2452.170968,659,135515,945,2650.933766,2,2222.500000,7.000000,4438,2222.500000,55,2968.090909,1049,28743,55,3117.387755,workloadb,majority,mongodb,primary,2,5000,0.100000,1398.378698,1748.833333
8_writeConcern=journaled_result_mongodb_workloadb_secondary_20241106_215403.json,1506,664.010624,2,10,0.664011,2,10,0.664011,952,6452.364496,882,181526,952,6452.364496,8,1211.000000,,9680,1211.000000,48,7397.333333,1392,45231,48,7397.333333,workloadb,journaled,mongodb,secondary,8,3000,0.300000,,
8_writeConcern=unacknowledged_result_mongodb_workloadb_secondary_20241106_205313.json,1610,621.118012,2,12,0.745342,2,12,0.745342,952,7050.501050,838,172827,952,7050.501050,8,2076.875000,,16607,2076.875000,48,9275.875000,1182,175557,48,9275.875000,workloadb,unacknowledged,mongodb,secondary,8,5000,0.500000,,
4_writeConcern=acknowledged_result_mongodb_workloada_secondary_20241106_191645.json,1512,661.375661,2,12,0.793651,2,12,0.793651,525,3803.811429,957,114563,525,3803.811429,4,1354.000000,1.000000,5407,1354.000000,475,3066.141053,835,18827,475,3066.141053,workloada,acknowledged,mongodb,secondary,4,3000,0.300000,,
2_writeConcern=majority_result_mongodb_workloada_primary_20241106_200444.json,1872,534.188034,2,10,0.534188,2,10,0.534188,498,2349.929719,799,105766,498,2303.620843,2,1720.500000,6.000000,3435,1720.500000,501,2450.493014,848,108091,502,2383.505400,workloada,majority,mongodb,primary,2,5000,0.100000,2794.297872,3166.128205
2_writeConcern=unacknowledged_result_mongodb_workloadb_primary_20241106_203638.json,2155,464.037123,2,13,0.603248,2,13,0.603248,953,2692.429171,661,188653,953,3000.857534,2,1310.500000,7.000000,2614,1310.500000,47,2662.042553,1229,12889,47,2798.243902,workloadb,unacknowledged,mongodb,primary,2,10000,0.300000,1682.775785,1731.333333
8_writeConcern=majority_result_mongodb_workloada_secondary_20241106_202114.json,1363,733.675715,2,10,0.733676,2,10,0.733676,484,5120.049587,902,122804,484,5120.049587,8,484.000000,,3858,484.000000,516,5340.866279,1002,105407,516,5340.866279,workloada,majority,mongodb,secondary,8,3000,0.300000,,
2_writeConcern=journaled_result_mongodb_workloada_secondary_20241106_194546.json,1654,604.594921,2,13,0.785973,2,13,0.785973,504,1990.039683,773,124317,505,1987.607143,2,2305.500000,7.000000,4604,2305.500000,493,2065.726166,768,123336,495,2063.219067,workloada,journaled,mongodb,secondary,2,10000,0.500000,,
2_writeConcern=majority_result_mongodb_workloadb_primary_20241106_220654.json,2208,452.898551,2,20,0.905797,2,20,0.905797,946,2866.229387,642,161797,946,3395.225908,2,1602.500000,7.000000,3198,1602.500000,54,2956.055556,993,40883,54,3367.075000,workloadb,majority,mongodb,primary,2,1000,0.300000,1796.405751,1781.714286
4_writeConcern=unacknowledged_result_mongodb_workloada_secondary_20241106_184621.json,1478,676.589986,2,11,0.744249,2,11,0.744249,559,3669.949911,815,96334,559,3669.949911,4,1562.750000,1.000000,6242,1562.750000,441,2994.836735,802,14434,441,2994.836735,workloada,unacknowledged,mongodb,secondary,4,3000,0.300000,,
2_writeConcern=acknowledged_result_mongodb_workloada_secondary_20241106_191338.json,1811,552.181115,2,14,0.773054,2,14,0.773054,492,2321.585366,745,93016,492,2393.839002,2,994.500000,7.000000,1982,994.500000,508,2216.206693,628,93299,508,2293.288503,workloada,acknowledged,mongodb,secondary,2,3000,0.500000,1696.803922,1460.148936
2_writeConcern=majority_result_mongodb_workloadb_nearest_20241106_222957.json,1662,601.684717,2,11,0.661853,2,11,0.661853,946,1944.330867,550,136955,960,1925.899582,2,1496.000000,7.000000,2985,1496.000000,40,1778.850000,824,13983,40,1778.850000,workloadb,majority,mongodb,nearest,2,10000,0.300000,,
2_writeConcern=unacknowledged_result_mongodb_workloada_primary_20241106_183446.json,1723,580.383053,2,12,0.696460,2,12,0.696460,539,2071.270872,674,91578,539,2067.776952,2,3225.500000,6.000000,6445,3225.500000,461,2133.130152,754,90195,461,2133.432609,workloada,unacknowledged,mongodb,primary,2,10000,0.500000,2066.000000,1994.000000
4_writeConcern=acknowledged_result_mongodb_workloadb_secondary_20241106_211848.json,1766,566.251416,2,13,0.736127,2,13,0.736127,960,4348.254167,884,155726,960,4348.254167,4,1576.250000,,6298,1576.250000,40,4745.325000,1266,29200,40,4745.325000,workloadb,acknowledged,mongodb,secondary,4,1000,0.300000,,
8_writeConcern=majority_result_mongodb_workloada_primary_20241106_200952.json,1630,613.496933,2,16,0.981595,2,16,0.981595,487,5131.579055,927,129607,488,5131.579055,8,930.250000,,7433,930.250000,512,4846.035156,959,124430,512,4851.837573,workloada,majority,mongodb,primary,8,1000,0.100000,,
4_writeConcern=majority_result_mongodb_workloadb_nearest_20241106_223139.json,1482,674.763833,2,14,0.944669,2,14,0.944669,946,3023.400634,668,132727,949,3017.022152,4,1298.500000,,5187,1298.500000,51,2753.098039,964,19520,51,2753.098039,workloadb,majority,mongodb,nearest,4,3000,0.300000,,
8_writeConcern=unacknowledged_result_mongodb_workloada_nearest_20241106_185841.json,1569,637.348630,2,10,0.637349,2,10,0.637349,533,3608.510319,728,113334,533,3608.510319,8,453.250000,,3609,453.250000,467,3248.197002,718,112016,467,3248.197002,workloada,unacknowledged,mongodb,nearest,8,1000,0.100000,,
8_writeConcern=acknowledged_result_mongodb_workloadb_secondary_20241106_212340.json,1674,597.371565,2,14,0.836320,2,14,0.836320,943,6446.107105,930,136494,943,6446.107105,8,633.125000,,5056,633.125000,57,7757.912281,1169,146218,57,7757.912281,workloadb,acknowledged,mongodb,secondary,8,5000,0.100000,,
4_writeConcern=majority_result_mongodb_workloadb_secondary_20241106_222052.json,1651,605.693519,2,11,0.666263,2,11,0.666263,956,2931.055439,608,174813,956,2931.055439,4,707.250000,1.000000,2821,707.250000,44,2765.500000,996,28351,44,2765.500000,workloadb,majority,mongodb,secondary,4,1000,0.500000,,
4_writeConcern=journaled_result_mongodb_workloada_secondary_20241106_194853.json,1613,619.962802,2,16,0.991940,2,16,0.991940,502,4191.820717,784,167884,502,4191.820717,4,566.250000,,2259,566.250000,498,2946.849398,824,21036,498,2946.849398,workloada,journaled,mongodb,secondary,4,10000,0.300000,,
8_writeConcern=acknowledged_result_mongodb_workloadb_primary_20241106_211445.json,1523,656.598818,2,13,0.853578,2,13,0.853578,952,5649.326681,1024,146920,952,5649.326681,8,2868.250000,,22938,2868.250000,48,7832.541667,1812,140395,48,7832.541667,workloadb,acknowledged,mongodb,primary,8,10000,0.500000,,
8_writeConcern=majority_result_mongodb_workloada_nearest_20241106_203328.json,1557,642.260758,2,12,0.770713,2,12,0.770713,496,6895.784274,934,162841,496,6895.784274,8,1712.375000,,13691,1712.375000,504,5733.315476,960,136218,504,5733.315476,workloada,majority,mongodb,nearest,8,10000,0.500000,,
2_writeConcern=majority_result_mongodb_workloada_nearest_20241106_202547.json,1660,602.409639,2,11,0.662651,2,11,0.662651,502,1573.729084,586,12939,504,1565.874751,2,3874.500000,6.000000,7743,3874.500000,496,2074.221774,578,122741,496,2074.221774,workloada,majority,mongodb,nearest,2,5000,0.500000,,
8_writeConcern=journaled_result_mongodb_workloadb_secondary_20241106_215603.json,1657,603.500302,2,12,0.724200,2,12,0.724200,947,6948.858501,947,191298,947,6948.858501,8,592.250000,,4729,592.250000,53,7219.226415,1253,42610,53,7219.226415,workloadb,journaled,mongodb,secondary,8,10000,0.500000,,
2_writeConcern=journaled_result_mongodb_workloadb_primary_20241106_213636.json,1852,539.956803,2,12,0.647948,2,12,0.647948,940,2238.521277,551,115835,940,2298.139456,2,1648.000000,7.000000,3289,1648.000000,60,2414.983333,985,18759,60,2431.189655,workloadb,journaled,mongodb,primary,2,3000,0.100000,1331.913793,1945.000000
2_writeConcern=acknowledged_result_mongodb_workloada_secondary_20241106_191247.json,1589,629.326621,2,12,0.755192,2,12,0.755192,527,1585.330171,496,13231,527,1585.330171,2,956.000000,6.000000,1906,956.000000,473,1979.473573,639,89716,473,1979.473573,workloada,acknowledged,mongodb,secondary,2,1000,0.500000,,
2_writeConcern=majority_result_mongodb_workloadb_nearest_20241106_222922.json,1723,580.383053,2,17,0.986651,2,17,0.986651,945,1834.477249,501,86700,946,1832.538055,2,1276.000000,8.000000,2544,1276.000000,54,2171.166667,849,16640,54,2171.166667,workloadb,majority,mongodb,nearest,2,5000,0.500000,,
4_writeConcern=journaled_result_mongodb_workloada_nearest_20241106_195740.json,1508,663.129973,2,12,0.795756,2,12,0.795756,512,3677.369141,661,185903,512,3677.369141,4,697.500000,,2784,697.500000,487,3163.993840,736,190748,488,3157.559426,workloada,journaled,mongodb,nearest,4,3000,0.500000,,
