File,OVERALL_RunTime(ms),OVERALL_Throughput(ops/sec),TOTAL_GCS_G1_Young_Generation_Count,TOTAL_GC_TIME_G1_Young_Generation_Time(ms),TOTAL_GC_TIME_%_G1_Young_Generation_Time(%),TOTAL_GCs_Count,TOTAL_GC_TIME_Time(ms),TOTAL_GC_TIME_%_Time(%),READ_Operations,READ_AverageLatency(us),READ_MinLatency(us),READ_MaxLatency(us),READ_Return=OK,READ_0,CLEANUP_Operations,CLEANUP_AverageLatency(us),CLEANUP_MinLatency(us),CLEANUP_MaxLatency(us),CLEANUP_0,UPDATE_Operations,UPDATE_AverageLatency(us),UPDATE_MinLatency(us),UPDATE_MaxLatency(us),UPDATE_Return=OK,UPDATE_0,Workload,Write_Concern,DB_Type,Read_Preference,Threads,Target,Minutes,READ_1000,UPDATE_1000
8_writeConcern=unacknowledged_result_mongodb_workloadb_primary_20241106_204113.json,1694,590.318772,2,12,0.708383,2,12,0.708383,952,4385.462185,715,115811,952,4373.154412,8,1241.875000,,9922,1241.875000,48,4718.312500,1148,30109,48,4718.312500,workloadb,unacknowledged,mongodb,primary,8,1000,0.500000,,
2_writeConcern=unacknowledged_result_mongodb_workloadb_primary_20241106_203345.json,1775,563.380282,2,11,0.619718,2,11,0.619718,946,2183.380550,635,124360,956,2142.389305,2,5480.000000,9.000000,10951,5480.000000,44,2310.704545,984,13522,44,2310.704545,workloadb,unacknowledged,mongodb,primary,2,1000,0.100000,3219.764706,
4_writeConcern=journaled_result_mongodb_workloadb_secondary_20241106_215054.json,1591,628.535512,2,13,0.817096,2,13,0.817096,953,3252.718783,710,158019,953,3252.718783,4,921.750000,,3681,921.750000,47,3467.638298,1073,33683,47,3467.638298,workloadb,journaled,mongodb,secondary,4,3000,0.500000,,
8_writeConcern=journaled_result_mongodb_workloadb_secondary_20241106_215329.json,1813,551.571980,2,16,0.882515,2,16,0.882515,949,5801.868282,600,198005,949,5801.868282,8,1187.000000,,9486,1187.000000,51,5691.176471,1101,75621,51,5691.176471,workloadb,journaled,mongodb,secondary,8,1000,0.500000,,
4_writeConcern=acknowledged_result_mongodb_workloada_nearest_20241106_192833.json,1453,688.231246,2,11,0.757054,2,11,0.757054,527,3368.404175,772,155851,527,3368.404175,4,1039.750000,,4151,1039.750000,473,3142.949260,844,141570,473,3142.949260,workloada,acknowledged,mongodb,nearest,4,10000,0.300000,,
2_writeConcern=majority_result_mongodb_workloadb_primary_20241106_220804.json,1962,509.683996,2,13,0.662589,2,13,0.662589,955,2231.754974,443,230879,955,2231.754974,2,1066.000000,8.000000,2124,1066.000000,45,2010.533333,825,22057,45,2010.533333,workloadb,majority,mongodb,primary,2,3000,0.500000,,
8_writeConcern=majority_result_mongodb_workloada_primary_20241106_201026.json,1629,613.873542,2,14,0.859423,2,14,0.859423,509,5172.190570,1013,131293,509,5172.190570,8,812.500000,,6482,812.500000,491,3712.845214,919,125988,491,3712.845214,workloada,majority,mongodb,primary,8,1000,0.500000,,
2_writeConcern=majority_result_mongodb_workloada_secondary_20241106_201623.json,1848,541.125541,2,13,0.703463,2,13,0.703463,541,2556.715342,706,119547,541,2773.265934,2,1806.500000,6.000000,3607,1806.500000,459,2173.141612,721,13668,459,2245.186104,workloada,majority,mongodb,secondary,2,10000,0.500000,1411.011628,1654.678571
8_writeConcern=unacknowledged_result_mongodb_workloadb_secondary_20241106_205148.json,1644,608.272506,2,14,0.851582,2,14,0.851582,935,7274.129412,915,168885,935,7274.129412,8,802.750000,,6416,802.750000,65,6736.615385,1231,34528,65,6736.615385,workloadb,unacknowledged,mongodb,secondary,8,3000,0.100000,,
8_writeConcern=journaled_result_mongodb_workloadb_secondary_20241106_215546.json,1437,695.894224,2,13,0.904662,2,13,0.904662,954,5408.639413,779,159062,954,5408.639413,8,387.000000,,3089,387.000000,46,6119.000000,1401,57599,46,6119.000000,workloadb,journaled,mongodb,secondary,8,10000,0.300000,,
4_writeConcern=acknowledged_result_mongodb_workloada_nearest_20241106_192849.json,1262,792.393027,2,11,0.871632,2,11,0.871632,524,2919.864504,763,82613,524,2919.864504,4,1595.250000,,6374,1595.250000,476,2469.554622,829,74775,476,2469.554622,workloada,acknowledged,mongodb,nearest,4,10000,0.500000,,
4_writeConcern=journaled_result_mongodb_workloada_nearest_20241106_195814.json,1502,665.778961,2,15,0.998668,2,15,0.998668,500,3548.514000,707,119287,500,3548.514000,4,1009.750000,,4033,1009.750000,500,2916.362000,810,115206,500,2916.362000,workloada,journaled,mongodb,nearest,4,5000,0.300000,,
2_writeConcern=majority_result_mongodb_workloada_primary_20241106_200410.json,1630,613.496933,2,13,0.797546,2,13,0.797546,518,2001.335907,585,166336,518,2001.335907,2,1348.500000,4.000000,2693,1348.500000,482,1905.987552,582,167600,482,1905.987552,workloada,majority,mongodb,primary,2,3000,0.300000,,
2_writeConcern=majority_result_mongodb_workloadb_nearest_20241106_222939.json,1844,542.299349,2,17,0.921909,2,17,0.921909,959,1966.757039,595,100835,959,1966.757039,2,1697.000000,5.000000,3389,1697.000000,41,2364.926829,923,14868,41,2364.926829,workloadb,majority,mongodb,nearest,2,10000,0.100000,,
4_writeConcern=majority_result_mongodb_workloada_primary_20241106_200718.json,1754,570.125428,2,12,0.684151,2,12,0.684151,492,5118.351626,779,222424,492,5118.351626,4,878.250000,1.000000,3502,878.250000,508,3281.872047,914,26285,508,3281.872047,workloada,majority,mongodb,primary,4,3000,0.100000,,
4_writeConcern=journaled_result_mongodb_workloada_secondary_20241106_194819.json,1434,697.350070,2,11,0.767085,2,11,0.767085,462,3080.744589,858,98987,462,3080.744589,4,1140.750000,1.000000,4555,1140.750000,538,3275.594796,916,102741,538,3275.594796,workloada,journaled,mongodb,secondary,4,5000,0.500000,,
4_writeConcern=majority_result_mongodb_workloadb_secondary_20241106_222308.json,1454,687.757909,2,11,0.756534,2,11,0.756534,946,3000.476744,677,103092,946,3000.476744,4,830.250000,,3314,830.250000,54,4358.611111,996,97271,54,4358.611111,workloadb,majority,mongodb,secondary,4,10000,0.300000,,
8_writeConcern=acknowledged_result_mongodb_workloada_primary_20241106_191105.json,1332,750.750751,2,11,0.825826,2,11,0.825826,479,5946.000000,984,133411,479,5946.000000,8,537.500000,,4294,537.500000,521,4476.038388,837,127680,521,4476.038388,workloada,acknowledged,mongodb,primary,8,5000,0.500000,,
4_writeConcern=majority_result_mongodb_workloadb_nearest_20241106_223230.json,1512,661.375661,2,11,0.727513,2,11,0.727513,960,3266.897917,682,149935,960,3266.897917,4,970.750000,1.000000,3875,970.750000,40,3343.350000,920,24567,40,3343.350000,workloadb,majority,mongodb,nearest,4,5000,0.300000,,
2_writeConcern=journaled_result_mongodb_workloadb_secondary_20241106_214656.json,1598,625.782228,2,11,0.688360,2,11,0.688360,945,1977.622222,496,132329,964,1956.262605,2,1342.000000,7.000000,2677,1342.000000,36,2206.777778,850,22020,36,2206.777778,workloadb,journaled,mongodb,secondary,2,3000,0.100000,,
2_writeConcern=unacknowledged_result_mongodb_workloada_nearest_20241106_185355.json,1534,651.890482,2,13,0.847458,2,13,0.847458,529,1569.347826,593,13169,529,1569.347826,2,1623.000000,6.000000,3240,1623.000000,471,1941.276008,587,105285,471,1941.276008,workloada,unacknowledged,mongodb,nearest,2,5000,0.300000,,
8_writeConcern=acknowledged_result_mongodb_workloada_primary_20241106_190850.json,1617,618.429190,2,16,0.989487,2,16,0.989487,521,3942.669866,878,131180,521,3942.669866,8,1098.375000,,8776,1098.375000,479,4539.513570,882,115856,479,4539.513570,workloada,acknowledged,mongodb,primary,8,1000,0.100000,,
4_writeConcern=acknowledged_result_mongodb_workloadb_nearest_20241106_213052.json,1730,578.034682,2,14,0.809249,2,14,0.809249,961,3772.200832,719,178549,961,3772.200832,4,1456.250000,1.000000,5818,1456.250000,39,5099.358974,1180,58586,39,5099.358974,workloadb,acknowledged,mongodb,nearest,4,5000,0.300000,,
4_writeConcern=unacknowledged_result_mongodb_workloadb_nearest_20241106_205824.json,1853,539.665407,2,11,0.593632,2,11,0.593632,947,3836.683210,722,199166,947,3836.683210,4,1002.250000,1.000000,4000,1002.250000,53,3681.339623,1012,23641,53,3681.339623,workloadb,unacknowledged,mongodb,nearest,4,1000,0.500000,,
8_writeConcern=acknowledged_result_mongodb_workloada_secondary_20241106_192009.json,1381,724.112962,2,14,1.013758,2,14,1.013758,483,5361.987578,842,162433,484,5356.993802,8,661.625000,,5286,661.625000,516,5080.155039,909,153046,516,5080.155039,workloada,acknowledged,mongodb,secondary,8,3000,0.300000,,
4_writeConcern=journaled_result_mongodb_workloadb_primary_20241106_214113.json,1827,547.345375,2,12,0.656814,2,12,0.656814,948,4628.119198,841,178484,948,4706.944745,4,1125.500000,,4495,1125.500000,52,3602.019231,1146,29067,52,3602.019231,workloadb,journaled,mongodb,primary,4,5000,0.300000,1717.880000,
4_writeConcern=acknowledged_result_mongodb_workloada_primary_20241106_190600.json,1615,619.195046,2,13,0.804954,2,13,0.804954,504,3485.611111,840,193097,504,3481.517857,4,955.000000,1.000000,3811,955.000000,496,3457.423387,795,190459,496,3457.423387,workloada,acknowledged,mongodb,primary,4,1000,0.500000,,
4_writeConcern=acknowledged_result_mongodb_workloadb_nearest_20241106_213144.json,1492,670.241287,2,11,0.737265,2,11,0.737265,951,3237.338591,707,159601,954,3238.444328,4,681.250000,,2719,681.250000,46,3831.782609,870,35472,46,3831.782609,workloadb,acknowledged,mongodb,nearest,4,10000,0.300000,,
2_writeConcern=journaled_result_mongodb_workloada_primary_20241106_193226.json,1541,648.929267,2,12,0.778715,2,12,0.778715,505,1403.859406,534,78381,506,1403.859406,2,1282.000000,7.000000,2557,1282.000000,494,1408.514170,602,75256,494,1408.514170,workloada,journaled,mongodb,primary,2,1000,0.100000,,
2_writeConcern=acknowledged_result_mongodb_workloada_secondary_20241106_191503.json,1713,583.771162,2,13,0.758903,2,13,0.758903,524,1902.751908,623,14155,524,1902.751908,2,1571.500000,6.000000,3137,1571.500000,476,2403.504202,633,98803,476,2411.773305,workloada,acknowledged,mongodb,secondary,2,10000,0.300000,,1427.750000
8_writeConcern=journaled_result_mongodb_workloadb_nearest_20241106_220436.json,1507,663.570007,2,11,0.729927,2,11,0.729927,946,5465.422833,804,159333,946,5465.422833,8,673.875000,,5385,673.875000,54,10131.814815,1438,150103,54,10131.814815,workloadb,journaled,mongodb,nearest,8,3000,0.500000,,
2_writeConcern=acknowledged_result_mongodb_workloadb_secondary_20241106_211813.json,2102,475.737393,2,10,0.475737,2,10,0.475737,938,2584.240938,616,119030,950,2801.550578,2,1953.000000,9.000000,3897,1953.000000,50,4650.280000,1014,118912,50,5362.750000,workloadb,acknowledged,mongodb,secondary,2,10000,0.500000,1910.838057,1800.400000
4_writeConcern=journaled_result_mongodb_workloada_primary_20241106_193623.json,1789,558.971492,2,13,0.726663,2,13,0.726663,479,3679.705637,891,33237,479,3679.705637,4,912.000000,,3641,912.000000,521,4812.825336,766,171735,521,4812.825336,workloada,journaled,mongodb,primary,4,1000,0.500000,,
8_writeConcern=acknowledged_result_mongodb_workloadb_primary_20241106_211228.json,1588,629.722922,2,14,0.881612,2,14,0.881612,961,6590.259105,954,155249,961,6590.259105,8,1434.250000,,11467,1434.250000,39,8769.435897,1670,70175,39,8769.435897,workloadb,acknowledged,mongodb,primary,8,3000,0.100000,,
8_writeConcern=majority_result_mongodb_workloadb_primary_20241106_221619.json,1537,650.618087,2,14,0.910865,2,14,0.910865,949,5920.170706,816,176979,949,5920.170706,8,956.375000,,7645,956.375000,51,7562.529412,1022,173235,51,7562.529412,workloadb,majority,mongodb,primary,8,10000,0.300000,,
2_writeConcern=unacknowledged_result_mongodb_workloadb_nearest_20241106_205623.json,2099,476.417342,2,12,0.571701,2,12,0.571701,939,2752.798722,732,154308,949,2739.697644,2,1496.000000,7.000000,2985,1496.000000,51,2563.313725,1002,14879,51,2507.272727,workloadb,unacknowledged,mongodb,nearest,2,5000,0.300000,2689.550000,2915.571429
4_writeConcern=acknowledged_result_mongodb_workloadb_primary_20241106_211028.json,1579,633.312223,2,11,0.696643,2,11,0.696643,961,3538.900104,733,168979,961,3538.900104,4,1208.750000,,4828,1208.750000,39,6627.461538,808,157591,39,6627.461538,workloadb,acknowledged,mongodb,primary,4,5000,0.500000,,
4_writeConcern=acknowledged_result_mongodb_workloadb_primary_20241106_211045.json,1664,600.961538,2,11,0.661058,2,11,0.661058,937,3813.766275,769,124398,938,3813.766275,4,1273.000000,1.000000,5084,1273.000000,62,7606.306452,1201,122501,62,7606.306452,workloadb,acknowledged,mongodb,primary,4,10000,0.100000,,
4_writeConcern=majority_result_mongodb_workloadb_primary_20241106_221039.json,1748,572.082380,2,13,0.743707,2,13,0.743707,938,2878.841151,652,124575,945,2875.129925,4,774.000000,1.000000,3088,774.000000,55,3293.854545,1026,69600,55,3293.854545,workloadb,majority,mongodb,primary,4,1000,0.500000,,
2_writeConcern=journaled_result_mongodb_workloada_nearest_20241106_195324.json,1661,602.046960,2,12,0.722456,2,12,0.722456,500,2062.862000,468,192436,506,2046.625000,2,1944.000000,6.000000,3882,1944.000000,493,1970.168357,604,189378,494,1964.224696,workloada,journaled,mongodb,nearest,2,1000,0.500000,,
4_writeConcern=acknowledged_result_mongodb_workloadb_primary_20241106_210936.json,1643,608.642727,2,11,0.669507,2,11,0.669507,951,3866.983176,757,147211,951,3866.983176,4,1331.000000,,5316,1331.000000,49,5411.571429,1015,59583,49,5411.571429,workloadb,acknowledged,mongodb,primary,4,3000,0.500000,,
8_writeConcern=journaled_result_mongodb_workloada_primary_20241106_193915.json,1657,603.500302,2,13,0.784550,2,13,0.784550,505,6673.679208,1101,208285,505,6673.679208,8,1226.625000,,9802,1226.625000,494,5597.898785,918,197857,495,5597.555556,workloada,journaled,mongodb,primary,8,1000,0.100000,,
4_writeConcern=unacknowledged_result_mongodb_workloada_secondary_20241106_184638.json,1684,593.824228,2,11,0.653207,2,11,0.653207,494,4106.155870,791,108922,494,4106.155870,4,1026.750000,,4101,1026.750000,506,3828.820158,888,108258,506,3828.820158,workloada,unacknowledged,mongodb,secondary,4,3000,0.500000,,
8_writeConcern=unacknowledged_result_mongodb_workloada_primary_20241106_184042.json,1281,780.640125,2,11,0.858704,2,11,0.858704,490,4752.438776,869,108476,490,4752.438776,8,469.250000,,3747,469.250000,510,4849.474510,859,104994,510,4849.474510,workloada,unacknowledged,mongodb,primary,8,5000,0.500000,,
8_writeConcern=unacknowledged_result_mongodb_workloadb_primary_20241106_204130.json,1567,638.162093,2,14,0.893427,2,14,0.893427,947,6709.079197,831,144840,947,6723.278307,8,768.250000,,6140,768.250000,53,6520.566038,1608,49068,53,6520.566038,workloadb,unacknowledged,mongodb,primary,8,3000,0.100000,,
8_writeConcern=majority_result_mongodb_workloada_primary_20241106_201207.json,1327,753.579503,2,13,0.979653,2,13,0.979653,510,5833.760784,1068,129564,510,5833.760784,8,470.500000,,3756,470.500000,490,4404.118367,934,128950,490,4404.118367,workloada,majority,mongodb,primary,8,5000,0.500000,,
4_writeConcern=journaled_result_mongodb_workloadb_nearest_20241106_220004.json,1657,603.500302,2,13,0.784550,2,13,0.784550,949,3202.524763,690,100523,949,3103.227848,4,817.250000,1.000000,3261,817.250000,51,3297.078431,895,22717,51,3297.078431,workloadb,journaled,mongodb,nearest,4,1000,0.300000,,
4_writeConcern=majority_result_mongodb_workloada_nearest_20241106_202913.json,1523,656.598818,2,19,1.247538,2,19,1.247538,520,3530.784615,712,118425,520,3530.784615,4,1499.000000,,5989,1499.000000,480,3213.391667,852,117283,480,3213.391667,workloada,majority,mongodb,nearest,4,5000,0.500000,,
4_writeConcern=majority_result_mongodb_workloadb_secondary_20241106_222201.json,1538,650.195059,2,11,0.715215,2,11,0.715215,953,3250.506821,680,105924,953,3250.506821,4,999.000000,,3990,999.000000,47,3414.914894,1046,25780,47,3414.914894,workloadb,majority,mongodb,secondary,4,5000,0.100000,,
2_writeConcern=acknowledged_result_mongodb_workloada_secondary_20241106_191304.json,1556,642.673522,2,11,0.706941,2,11,0.706941,530,1930.516981,611,115223,530,1930.516981,2,2298.500000,7.000000,4590,2298.500000,470,1652.431915,626,12685,470,1652.431915,workloada,acknowledged,mongodb,secondary,2,3000,0.100000,,
8_writeConcern=acknowledged_result_mongodb_workloadb_secondary_20241106_212357.json,1555,643.086817,2,16,1.028939,2,16,1.028939,937,5879.708645,952,164478,937,5879.708645,8,568.375000,,4539,568.375000,63,5115.444444,958,23614,63,5115.444444,workloadb,acknowledged,mongodb,secondary,8,5000,0.300000,,
8_writeConcern=journaled_result_mongodb_workloada_nearest_20241106_200154.json,1299,769.822941,2,12,0.923788,2,12,0.923788,508,5928.753937,1048,144712,508,5928.753937,8,535.250000,,4275,535.250000,492,4510.380081,1024,132450,492,4510.380081,workloada,journaled,mongodb,nearest,8,5000,0.500000,,
4_writeConcern=acknowledged_result_mongodb_workloada_nearest_20241106_192653.json,1413,707.714084,2,10,0.707714,2,10,0.707714,511,3341.839530,826,159281,511,3341.839530,4,770.250000,1.000000,3073,770.250000,489,3334.464213,787,159750,489,3334.464213,workloada,acknowledged,mongodb,nearest,4,3000,0.300000,,
8_writeConcern=acknowledged_result_mongodb_workloada_secondary_20241106_192116.json,1351,740.192450,2,13,0.962250,2,13,0.962250,531,5288.700565,989,125500,531,5288.700565,8,588.125000,,4697,588.125000,469,5419.364606,841,125263,469,5419.364606,workloada,acknowledged,mongodb,secondary,8,5000,0.500000,,
8_writeConcern=majority_result_mongodb_workloada_primary_20241106_201117.json,1266,789.889415,2,12,0.947867,2,12,0.947867,500,5674.158000,1038,112927,500,5674.158000,8,756.625000,,6044,756.625000,500,4245.236000,1080,96843,500,4245.236000,workloada,majority,mongodb,primary,8,3000,0.500000,,
4_writeConcern=journaled_result_mongodb_workloadb_nearest_20241106_220112.json,1465,682.593857,2,10,0.682594,2,10,0.682594,940,3209.342553,749,114205,940,3209.342553,4,1693.750000,,6769,1693.750000,60,3239.533333,970,37210,60,3239.533333,workloadb,journaled,mongodb,nearest,4,3000,0.500000,,
8_writeConcern=majority_result_mongodb_workloada_nearest_20241106_203220.json,1439,694.927033,2,13,0.903405,2,13,0.903405,495,4883.868687,1051,137894,495,4883.868687,8,504.375000,,4029,504.375000,505,5524.499010,1028,140446,505,5524.499010,workloada,majority,mongodb,nearest,8,5000,0.300000,,
8_writeConcern=journaled_result_mongodb_workloada_primary_20241106_194205.json,1484,673.854447,2,13,0.876011,2,13,0.876011,482,6199.423237,1036,196736,482,6199.423237,8,393.500000,,3141,393.500000,518,6376.111969,1001,193598,518,6376.111969,workloada,journaled,mongodb,primary,8,10000,0.300000,,
2_writeConcern=majority_result_mongodb_workloada_secondary_20241106_201349.json,1726,579.374276,2,11,0.637312,2,11,0.637312,499,1941.589178,626,121293,499,1941.589178,2,1331.000000,6.000000,2656,1331.000000,500,1962.504000,630,117094,501,1962.504000,workloada,majority,mongodb,secondary,2,1000,0.500000,,
8_writeConcern=majority_result_mongodb_workloadb_nearest_20241106_223632.json,1541,648.929267,2,12,0.778715,2,12,0.778715,954,6035.746331,1005,155768,954,6035.746331,8,642.750000,,5135,642.750000,46,4890.434783,1036,25827,46,4890.434783,workloadb,majority,mongodb,nearest,8,10000,0.100000,,
8_writeConcern=majority_result_mongodb_workloada_primary_20241106_201043.json,1447,691.085003,2,18,1.243953,2,18,1.243953,493,6708.813387,1135,152100,493,6708.813387,8,540.375000,,4316,540.375000,506,6106.675889,1124,140607,507,6110.666667,workloada,majority,mongodb,primary,8,3000,0.100000,,
4_writeConcern=unacknowledged_result_mongodb_workloada_nearest_20241106_185628.json,1411,708.717222,2,14,0.992204,2,14,0.992204,501,3409.570858,738,96428,501,3409.570858,4,1162.000000,1.000000,4639,1162.000000,498,3237.407631,813,100277,499,3230.919840,workloada,unacknowledged,mongodb,nearest,4,3000,0.300000,,
4_writeConcern=journaled_result_mongodb_workloadb_primary_20241106_213913.json,1626,615.006150,2,10,0.615006,2,10,0.615006,956,3693.025105,738,171599,956,3693.025105,4,1237.250000,1.000000,4941,1237.250000,44,4206.500000,1181,40274,44,4206.500000,workloadb,journaled,mongodb,primary,4,1000,0.100000,,
2_writeConcern=acknowledged_result_mongodb_workloadb_secondary_20241106_211536.json,1853,539.665407,2,13,0.701565,2,13,0.701565,946,2304.784355,591,151749,946,2364.919010,2,2233.500000,8.000000,4459,2233.500000,54,2576.351852,867,37332,54,2576.351852,workloadb,acknowledged,mongodb,secondary,2,1000,0.500000,1366.894737,
8_writeConcern=acknowledged_result_mongodb_workloada_primary_20241106_190958.json,1571,636.537237,2,13,0.827498,2,13,0.827498,483,5279.302277,972,148690,483,5279.302277,8,427.250000,,3411,427.250000,517,5690.700193,948,136399,517,5690.700193,workloada,acknowledged,mongodb,primary,8,3000,0.300000,,
8_writeConcern=unacknowledged_result_mongodb_workloadb_primary_20241106_204056.json,1689,592.066311,2,11,0.651273,2,11,0.651273,938,4186.125800,595,123060,943,4177.696486,8,509.500000,,4065,509.500000,57,4763.824561,952,63852,57,4763.824561,workloadb,unacknowledged,mongodb,primary,8,1000,0.300000,,
4_writeConcern=unacknowledged_result_mongodb_workloadb_nearest_20241106_210024.json,1753,570.450656,2,10,0.570451,2,10,0.570451,934,3653.659529,706,154653,934,3653.659529,4,819.250000,1.000000,3268,819.250000,66,5263.439394,1174,138356,66,5263.439394,workloadb,unacknowledged,mongodb,nearest,4,10000,0.100000,,
2_writeConcern=acknowledged_result_mongodb_workloadb_nearest_20241106_212557.json,1844,542.299349,2,18,0.976139,2,18,0.976139,945,2278.045503,492,92078,945,2512.391076,2,1415.500000,8.000000,2823,1415.500000,55,4053.763636,859,93761,55,5135.358974,workloadb,acknowledged,mongodb,nearest,2,1000,0.500000,1341.851648,1417.375000
2_writeConcern=journaled_result_mongodb_workloada_secondary_20241106_194238.json,1786,559.910414,2,14,0.783875,2,14,0.783875,502,2435.396414,603,193742,502,2430.868526,2,1196.000000,6.000000,2386,1196.000000,498,1684.192771,615,21560,498,1681.411647,workloada,journaled,mongodb,secondary,2,1000,0.100000,,
8_writeConcern=acknowledged_result_mongodb_workloadb_secondary_20241106_212448.json,1675,597.014925,2,11,0.656716,2,11,0.656716,952,5987.106092,1079,116764,952,5987.106092,8,1262.750000,,10092,1262.750000,48,6013.520833,1411,17594,48,6013.520833,workloadb,acknowledged,mongodb,secondary,8,10000,0.300000,,
2_writeConcern=unacknowledged_result_mongodb_workloada_secondary_20241106_184348.json,1718,582.072177,2,13,0.756694,2,13,0.756694,516,2064.567829,551,111733,523,2046.262042,2,1192.500000,6.000000,2379,1192.500000,474,2154.556962,592,103834,477,2152.502110,workloada,unacknowledged,mongodb,secondary,2,5000,0.300000,,
8_writeConcern=majority_result_mongodb_workloada_primary_20241106_201224.json,1433,697.836706,2,12,0.837404,2,12,0.837404,499,7154.861723,782,216551,499,7154.861723,8,728.000000,,5818,728.000000,501,5433.506986,856,207589,501,5433.506986,workloada,majority,mongodb,primary,8,10000,0.100000,,
4_writeConcern=journaled_result_mongodb_workloadb_secondary_20241106_215237.json,1813,551.571980,2,22,1.213458,2,22,1.213458,947,4182.569166,657,145267,947,4182.569166,4,1096.250000,1.000000,4375,1096.250000,53,3963.226415,932,25162,53,3963.226415,workloadb,journaled,mongodb,secondary,4,10000,0.500000,,
4_writeConcern=journaled_result_mongodb_workloadb_secondary_20241106_215020.json,1488,672.043011,2,11,0.739247,2,11,0.739247,943,3136.521739,748,128396,943,3136.521739,4,965.750000,,3857,965.750000,57,3422.842105,978,26051,57,3422.842105,workloadb,journaled,mongodb,secondary,4,3000,0.100000,,
8_writeConcern=acknowledged_result_mongodb_workloada_nearest_20241106_193153.json,1248,801.282051,2,14,1.121795,2,14,1.121795,506,5841.660079,1040,106228,506,5841.660079,8,372.375000,,2973,372.375000,494,4528.163968,933,117567,494,4528.163968,workloada,acknowledged,mongodb,nearest,8,10000,0.300000,,
2_writeConcern=acknowledged_result_mongodb_workloada_secondary_20241106_191321.json,1557,642.260758,2,12,0.770713,2,12,0.770713,481,1584.230769,511,13172,481,1584.230769,2,1966.500000,6.000000,3927,1966.500000,519,1995.832370,598,124037,519,1995.832370,workloada,acknowledged,mongodb,secondary,2,3000,0.300000,,
8_writeConcern=unacknowledged_result_mongodb_workloadb_nearest_20241106_210208.json,1515,660.066007,2,13,0.858086,2,13,0.858086,951,6154.137750,869,123003,952,6154.137750,8,1219.500000,,9749,1219.500000,48,7946.583333,1275,117232,48,7946.583333,workloadb,unacknowledged,mongodb,nearest,8,3000,0.100000,,
4_writeConcern=acknowledged_result_mongodb_workloada_primary_20241106_190651.json,1618,618.046972,2,13,0.803461,2,13,0.803461,477,3601.620545,855,110980,477,3601.620545,4,1082.750000,,4323,1082.750000,523,3892.152964,734,113121,523,3892.152964,workloada,acknowledged,mongodb,primary,4,3000,0.500000,,
8_writeConcern=acknowledged_result_mongodb_workloadb_primary_20241106_211211.json,1631,613.120785,2,12,0.735745,2,12,0.735745,948,5337.128692,717,163814,950,5339.137131,8,540.375000,,4309,540.375000,50,5880.020000,1369,47775,50,5880.020000,workloadb,acknowledged,mongodb,primary,8,1000,0.500000,,
2_writeConcern=majority_result_mongodb_workloadb_secondary_20241106_221727.json,1677,596.302922,2,11,0.655933,2,11,0.655933,956,1872.130753,545,94686,956,1872.130753,2,1266.500000,7.000000,2526,1266.500000,44,2193.295455,921,11369,44,2193.295455,workloadb,majority,mongodb,secondary,2,1000,0.500000,,
8_writeConcern=journaled_result_mongodb_workloada_nearest_20241106_200228.json,1533,652.315721,2,13,0.848010,2,13,0.848010,502,6422.330677,1058,210086,502,6422.330677,8,411.500000,,3283,411.500000,498,6722.626506,1017,195680,498,6722.626506,workloada,journaled,mongodb,nearest,8,10000,0.300000,,
8_writeConcern=majority_result_mongodb_workloada_primary_20241106_201100.json,1424,702.247191,2,11,0.772472,2,11,0.772472,505,5931.370297,1010,129581,505,5931.370297,8,743.875000,,5944,743.875000,495,4014.953535,966,123345,495,4014.953535,workloada,majority,mongodb,primary,8,3000,0.300000,,
4_writeConcern=journaled_result_mongodb_workloada_primary_20241106_193640.json,1681,594.883998,2,12,0.713861,2,12,0.713861,476,4416.195378,694,212102,476,4416.195378,4,1284.750000,,5132,1284.750000,524,3489.477099,842,210169,524,3489.477099,workloada,journaled,mongodb,primary,4,3000,0.100000,,
2_writeConcern=journaled_result_mongodb_workloada_nearest_20241106_195307.json,1615,619.195046,2,13,0.804954,2,13,0.804954,504,1870.632937,580,97254,505,1864.978218,2,1948.500000,6.000000,3891,1948.500000,495,1890.767677,737,95809,495,1890.767677,workloada,journaled,mongodb,nearest,2,1000,0.300000,,
8_writeConcern=acknowledged_result_mongodb_workloada_primary_20241106_190924.json,1608,621.890547,2,14,0.870647,2,14,0.870647,497,4600.317907,824,140258,498,4589.831325,8,546.625000,1.000000,4357,546.625000,502,4120.123506,788,128028,502,4117.784861,workloada,acknowledged,mongodb,primary,8,1000,0.500000,,
2_writeConcern=unacknowledged_result_mongodb_workloada_secondary_20241106_184240.json,1568,637.755102,2,11,0.701531,2,11,0.701531,499,1691.192385,600,12154,500,1691.212425,2,1770.500000,7.000000,3534,1770.500000,496,1908.139113,580,105462,500,1891.349398,workloada,unacknowledged,mongodb,secondary,2,3000,0.100000,,
2_writeConcern=unacknowledged_result_mongodb_workloadb_secondary_20241106_204714.json,2020,495.049505,2,14,0.693069,2,14,0.693069,947,2477.379092,596,109150,947,2712.253989,2,1389.000000,8.000000,2770,1389.000000,53,2552.358491,882,23299,53,2804.261905,workloadb,unacknowledged,mongodb,secondary,2,10000,0.500000,1571.605128,1590.545455
